SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.103944803,84,0,0.022134952,2800.0,3,0,0,0,0.0
1,0.055560386,43,2,0.495834722,3000.0,4,0,1,0,1.0
0,0.197274682,49,0,1.356699525,5477.0,5,0,2,0,0.0
0,0.97692426,42,0,0.546373952,4053.0,7,0,1,0,3.0
0,0.369231104,47,0,0.338697967,8263.0,5,0,1,0,0.0
0,0.271843753,42,2,0.671541057,8000.0,13,0,2,0,2.0
1,0.9999999,29,0,0.039675102,3200.0,1,3,0,0,1.0
0,0.019116348,66,0,0.179431984,14400.0,12,0,2,0,2.0
0,0.054473214,56,0,0.227383592,9019.0,9,0,2,0,3.0
0,0.9999999,46,0,0.0,4600.0,1,0,0,0,3.0
0,0.052086309,77,0,0.196263689,4656.0,6,0,0,0,0.0
0,0.505592777,64,4,0.713134647,10300.0,10,0,2,0,0.0
0,0.113246721,44,0,0.464304699,86537.0,28,0,5,0,0.0
0,0.141833704,45,0,0.514693097,5750.0,14,0,2,0,2.0
0,0.046363502,33,0,0.161270983,1667.0,4,0,0,0,0.0
0,0.034439924,50,0,0.226977302,10000.0,10,0,2,0,3.0
0,0.080267459,62,0,0.249225026,30000.0,11,0,2,0,0.0
0,0.9999999,50,2,0.116561845,2384.0,1,0,0,0,0.0
0,0.046212101,41,0,0.272847858,7538.0,8,0,2,0,2.0
0,0.31063026,36,0,0.644963145,3255.0,7,0,1,0,2.0
0,0.017799676,46,0,0.394857485,5016.0,10,0,1,0,1.0
0,0.105232199,54,0,0.224,10374.0,7,0,1,0,2.0
1,0.003746466,86,1,0.13221205,4696.0,10,0,1,0,0.0
0,0.036115439,68,0,0.268013265,9950.0,9,0,3,0,0.0
0,0.149775016,63,0,0.657690006,1670.0,5,0,1,0,0.0
0,0.272664878,39,0,0.223102833,5046.0,10,0,1,0,0.0
0,0.031808429,44,0,0.712362301,4084.0,10,0,2,0,0.0
0,0.007515487,73,0,0.018718503,8333.0,10,0,0,0,0.0
0,0.036958522,44,0,0.466377802,12000.0,7,0,3,0,2.0
0,0.352216176,63,0,0.193753652,15400.0,13,0,2,0,1.0
0,0.0,49,0,0.281577925,5145.0,12,0,1,0,0.0
0,1.006339917,42,0,0.264573991,2452.0,4,0,0,0,1.0
0,0.0,62,0,0.125624792,3000.0,14,0,0,0,0.0
0,0.09739543,29,0,0.427075067,6300.0,11,0,2,0,0.0
0,0.333865592,46,0,0.464230449,8400.0,15,0,5,0,1.0
0,0.013278761,70,0,0.260818253,5083.0,5,0,1,0,0.0
0,0.845578299,30,0,0.361051116,8333.0,8,0,0,0,0.0
0,0.982035928,30,0,0.250262881,950.0,2,0,0,0,0.0
0,0.112636768,47,0,0.545537175,5500.0,16,0,1,0,2.0
0,0.867530107,51,0,0.554702495,4167.0,6,0,1,0,2.0
0,0.002793007,34,0,0.273054508,5833.0,8,0,1,0,0.0
0,1.006632315,32,0,0.337941628,3254.0,4,0,0,0,1.0
0,0.019008722,48,0,1.064487103,3333.0,10,0,1,0,1.0
0,0.005274868,59,0,0.278353771,19000.0,5,0,2,0,1.0
0,0.986168972,30,0,0.097508459,3250.0,6,0,0,0,0.0
0,0.959657265,50,1,0.030206339,4700.0,4,0,0,0,0.0
0,0.591120107,45,0,0.450116953,9832.0,8,0,1,0,1.0
0,0.001236871,45,0,0.148970206,5000.0,11,0,1,0,3.0
0,0.099537519,51,0,1619.0,0.0,10,0,2,0,0.0
0,0.122643868,36,0,0.581662657,3740.0,7,0,2,0,1.0
0,0.215568862,24,0,3.0,0.0,1,0,0,0,0.0
0,0.240675932,26,0,0.256165297,4500.0,6,0,0,0,0.0
0,0.044782425,27,0,76.0,0.0,2,0,0,0,0.0
0,0.9999999,71,0,0.252296056,1850.0,2,0,0,0,0.0
0,0.109124042,60,0,0.774811259,20000.0,22,0,4,1,0.0
0,0.019726237,85,0,0.00396376,5297.0,8,0,0,0,0.0
0,0.313481409,53,0,0.476540188,2450.0,13,0,1,0,1.0
0,0.243872021,53,0,0.534027778,8639.0,22,0,2,0,3.0
0,0.9999999,35,0,0.336052789,8334.0,2,0,2,0,2.0
0,0.199823956,54,0,0.457744601,3750.0,12,0,1,0,0.0
0,0.369526095,63,0,0.023740108,2400.0,3,0,0,0,0.0
0,0.162763072,57,1,0.197332818,5173.0,11,0,1,0,1.0
0,0.319660233,63,1,0.750108648,2300.0,5,0,1,0,0.0
0,0.355114359,61,0,0.280791321,4700.0,8,0,1,0,0.0
0,0.199870003,53,0,0.28102305,6333.0,8,0,1,0,2.0
0,0.575289158,54,0,0.171134021,7274.0,18,0,2,0,0.0
0,0.08017086,64,0,0.194738136,8133.0,12,0,1,0,3.0
0,0.297520661,47,1,0.165183482,10000.0,21,0,1,0,1.0
0,0.652796604,58,0,0.763210511,3500.0,12,0,0,0,0.0
0,0.083970333,51,0,0.656357388,3200.0,11,0,1,0,0.0
0,0.0,67,0,0.584224599,5983.0,9,0,3,0,0.0
0,0.068745703,74,0,0.051827034,9550.0,7,0,0,0,1.0
0,0.056628581,67,0,0.37664934,2500.0,9,0,1,0,2.0
0,0.088642584,52,0,0.413896526,4000.0,7,0,1,0,1.0
0,0.100974163,59,0,0.479657978,7250.0,11,0,2,0,0.0
0,0.010474178,55,0,0.055812565,6700.0,27,0,0,0,0.0
0,0.153759921,70,0,0.322885707,3700.0,11,0,1,0,0.0
1,0.875979465,45,1,0.205451308,7300.0,9,0,0,0,0.0
0,0.9999999,34,0,0.0,0.0,0,0,0,0,0.0
1,0.42108178,51,0,0.194532338,7900.0,7,0,1,1,2.0
0,0.0,27,0,183.5,1.0,5,0,0,0,0.0
1,0.996631106,54,2,0.679430024,24000.0,16,0,5,0,0.0
0,0.165544827,65,0,0.074589683,13647.0,10,0,1,0,0.0
0,0.359396109,37,0,0.211557688,5000.0,13,0,0,0,0.0
0,0.016448285,57,0,0.067844677,4583.0,17,0,1,0,5.0
0,0.376381181,43,0,5.352517986,5559.0,10,0,2,0,2.0
0,0.304008717,53,0,0.559298569,6500.0,8,0,2,0,3.0
1,0.49663565,62,0,0.422711968,9800.0,9,0,1,0,5.0
0,0.0,62,0,0.447063806,7083.0,11,0,1,0,1.0
0,0.001515991,37,0,0.335508314,4750.0,13,0,1,0,0.0
0,0.086078717,74,0,0.291451425,6000.0,12,0,1,0,0.0
0,0.070531009,27,0,0.152692948,1800.0,5,0,0,0,1.0
0,0.207944188,53,0,0.500270241,9250.0,11,0,2,0,3.0
0,0.255367748,61,0,0.078511719,6100.0,4,0,0,0,1.0
1,1.064733817,47,0,1.553633218,2600.0,9,0,3,0,2.0
0,0.9999999,54,0,0.245094409,2700.0,3,0,0,0,0.0
0,0.041417197,79,0,0.37007874,8000.0,7,0,2,0,0.0
0,0.059456481,47,0,0.260301553,22350.0,10,0,2,0,1.0
0,0.100142025,52,0,0.242388575,12743.0,7,0,2,0,3.0
1,1.388611389,27,0,0.036021023,7800.0,3,0,0,1,0.0
1,0.905475145,46,0,0.790463169,5850.0,16,0,3,0,1.0
0,0.0,65,0,0.026147015,2026.0,1,0,0,0,0.0
0,0.547373073,32,0,0.152581087,6566.0,5,0,0,0,1.0
0,0.062595827,33,0,1.945695364,2264.0,5,0,2,0,0.0
0,0.9999999,58,0,0.36662593,9000.0,4,0,1,0,1.0
0,0.9999999,68,0,0.229387755,1224.0,1,0,0,0,0.0
0,0.0,37,0,229.5,1.0,4,0,1,0,4.0
0,0.052032583,54,0,0.234437962,16626.0,17,0,2,0,1.0
0,0.046688045,47,0,0.695465454,7916.0,10,0,3,0,1.0
0,0.224809264,49,0,0.182305416,12500.0,7,0,1,0,0.0
0,0.012252864,74,0,0.476801207,2650.0,9,0,1,0,0.0
0,0.113596971,45,0,0.316323819,18812.0,11,0,2,0,2.0
0,0.615657187,34,0,0.40871331,5416.0,4,0,1,0,0.0
0,0.594752454,45,0,0.487394958,3450.0,8,0,1,0,2.0
1,0.0,83,0,0.641595615,3283.0,9,0,3,1,1.0
1,0.479041916,28,0,0.009541118,2200.0,1,0,0,0,0.0
0,0.006563766,88,0,0.223898139,5104.0,8,0,1,0,0.0
0,0.839859553,48,0,0.329844413,3534.0,9,0,2,0,1.0
0,0.9999999,58,3,6.586551681,8000.0,15,1,1,1,0.0
0,0.9999999,60,0,0.198521647,10416.0,4,2,1,0,2.0
0,0.25702075,71,0,0.39310115,6000.0,17,0,2,0,0.0
0,0.206618815,42,0,0.390540776,5750.0,8,0,2,0,3.0
0,0.536018559,58,0,0.232160713,11000.0,8,0,1,0,1.0
0,0.479809851,40,0,0.792080288,9166.0,15,0,4,0,2.0
1,0.105863138,63,0,0.146549622,4100.0,9,0,0,0,0.0
1,0.181297726,66,0,1.007524997,9700.0,21,0,4,1,0.0
0,0.950687975,42,0,0.083783243,5000.0,7,0,0,0,1.0
0,0.110386505,36,0,0.292035398,6666.0,6,0,1,0,0.0
1,0.043296127,52,0,0.773168184,6700.0,6,0,2,0,0.0
0,0.955989453,31,2,0.557776889,2500.0,16,3,0,0,1.0
0,0.627527665,48,2,0.30867814,2730.0,9,0,0,1,0.0
0,0.0,24,0,0.001261034,792.0,5,1,0,0,0.0
0,0.899982301,58,4,1.195652174,2253.0,11,0,1,0,0.0
0,0.027447645,45,0,1.705854127,2083.0,12,0,1,0,2.0
0,0.004070724,75,0,0.002039152,2451.0,5,0,0,0,0.0
0,0.275243596,44,0,0.356128774,5000.0,5,0,2,0,1.0
0,0.13156584,27,0,0.2818749,6250.0,7,0,2,0,0.0
0,0.003839912,86,0,0.001332889,3000.0,2,0,0,0,0.0
0,0.0,40,0,0.295795354,3400.0,4,0,0,0,0.0
0,0.199729181,47,0,0.313409563,5771.0,17,0,1,0,0.0
0,0.062965302,68,0,0.253106699,7000.0,7,0,1,0,0.0
0,0.070744105,35,0,0.057756696,3583.0,5,0,0,0,0.0
0,0.055201122,48,0,0.689862028,5000.0,10,0,2,0,0.0
0,0.9999999,47,0,0.526217111,16000.0,9,0,2,0,3.0
0,0.034218502,78,0,0.079801924,10500.0,13,0,1,0,0.0
0,0.0,67,0,9.45e-05,31750.0,4,0,0,0,0.0
0,0.862006418,52,0,0.595177074,8583.0,12,0,2,0,3.0
1,0.839109262,45,1,0.611049107,3583.0,16,0,0,0,4.0
0,0.039606295,51,0,0.253418414,14260.0,10,0,2,0,3.0
0,0.019750628,31,0,0.591844736,5100.0,15,0,2,0,0.0
0,0.048920691,42,1,0.527748933,8666.0,10,0,3,0,2.0
0,0.882058971,48,8,0.554852102,9634.0,15,0,10,0,1.0
0,0.197220558,82,0,0.206432161,9949.0,14,0,2,0,0.0
0,0.003259935,76,0,0.272590588,6650.0,7,0,1,0,0.0
0,0.199539692,41,1,0.534108585,13500.0,18,0,2,0,2.0
1,0.13893399,52,1,0.214771364,7500.0,9,0,1,0,1.0
0,0.062321696,47,0,0.539977022,23500.0,7,0,4,0,2.0
0,0.129889239,70,0,0.389085607,4800.0,11,0,2,0,0.0
1,0.0,56,0,0.230843065,6250.0,4,0,1,0,1.0
0,0.0,81,0,0.0,8333.0,3,0,0,0,0.0
0,1.015396921,44,5,0.591637631,2869.0,9,2,2,2,1.0
0,0.182827685,53,0,0.226252159,11000.0,13,0,1,0,0.0
0,0.06029264,33,0,0.628895184,6000.0,11,0,2,0,2.0
0,0.258405608,41,0,0.226681903,7000.0,16,0,1,0,1.0
0,0.009395276,63,1,0.358929997,7513.0,24,0,2,0,1.0
0,0.017770135,42,0,0.401098901,4185.0,10,0,1,0,0.0
0,0.935844026,28,0,0.19737664,1600.0,3,0,0,0,0.0
0,0.099726185,46,0,0.077051229,2400.0,4,0,0,0,1.0
0,0.0,36,0,0.426861912,6350.0,9,0,3,0,0.0
0,0.0,52,0,0.198520099,15000.0,3,0,1,0,1.0
0,0.00287452,71,0,0.183152521,4700.0,20,0,1,0,0.0
0,0.073497958,50,0,0.067072591,10510.0,8,0,0,0,0.0
1,0.287972001,52,0,0.418877483,7500.0,8,0,1,0,3.0
0,0.0,67,0,0.191552981,5350.0,8,0,1,0,0.0
0,0.112302008,58,1,0.346765098,9752.0,23,0,2,0,1.0
0,0.833895763,54,2,0.355233626,4900.0,6,0,1,1,0.0
0,0.711331547,58,0,0.334213263,12500.0,6,0,2,0,1.0
0,0.999833749,28,0,0.637229231,4200.0,5,0,2,0,3.0
0,0.275169197,56,0,0.232675346,33333.0,14,0,2,0,0.0
0,0.988775281,82,0,0.222210403,9400.0,7,0,1,0,0.0
0,0.016851968,79,0,0.227085879,9000.0,7,0,2,0,0.0
0,0.023998629,46,0,0.449626443,8833.0,11,0,4,0,2.0
0,0.0,43,0,0.398857347,5600.0,12,0,2,0,0.0
0,0.118059725,77,0,0.177133655,4967.0,8,0,2,0,0.0
0,0.007599493,29,0,0.38641344,5475.0,8,0,1,0,0.0
0,0.066113797,63,0,0.621679828,9750.0,24,0,2,0,2.0
0,0.078072422,60,0,0.171825282,10370.0,9,0,1,0,1.0
0,0.928253246,58,1,0.599499374,4793.0,8,0,2,0,0.0
0,0.003295464,71,0,0.002159827,4166.0,4,0,0,0,0.0
0,0.22632076,65,0,0.026298631,4600.0,3,0,0,0,0.0
0,0.167123169,62,0,0.627688579,3300.0,5,0,2,0,0.0
0,0.002420968,66,0,0.066394688,12500.0,4,0,1,0,0.0
0,0.9999999,65,2,0.208953241,7527.0,3,2,1,1,1.0
1,0.01343975,50,1,0.16236091,10334.0,6,1,1,0,3.0
0,0.042449566,52,1,1.220819376,3880.0,14,0,3,1,0.0
0,0.24685021,61,0,0.256522066,13300.0,6,0,1,0,0.0
0,0.0,48,0,1.235665439,1900.0,6,0,2,0,0.0
0,0.018148921,66,0,0.033886188,6993.0,11,0,0,0,1.0
0,0.160112549,49,1,0.207708458,6667.0,11,0,1,0,1.0
0,0.066911091,33,0,0.282343531,5000.0,9,0,0,0,1.0
0,0.449883786,72,0,0.275778613,15700.0,11,0,1,0,0.0
0,0.97460805,40,0,0.222861586,6429.0,4,0,1,0,0.0
0,0.47752827,73,0,1.170651818,3052.0,29,0,2,0,0.0
0,0.9999999,22,0,0.262172285,800.0,1,0,0,0,0.0
0,0.9999999,51,1,1063.0,0.0,2,0,0,0,0.0
0,0.9999999,29,0,0.0,1407.0,0,0,0,0,0.0
0,0.9999999,61,0,0.0,6892.0,0,0,0,0,0.0
0,0.177034736,54,0,0.412137995,8666.0,11,0,1,0,2.0
0,0.720517468,61,1,0.128043661,4763.0,5,0,0,1,0.0
0,0.921635945,36,1,0.091901849,15200.0,3,0,0,0,2.0
0,0.135711054,54,0,0.305211849,8000.0,14,0,2,0,1.0
0,0.009870755,60,0,0.313201387,4900.0,11,0,1,0,0.0
0,0.327216378,40,0,0.552031361,5611.0,11,0,2,0,2.0
0,0.000899955,40,0,0.695921986,2255.0,10,0,1,0,1.0
0,0.005461283,50,0,0.340926348,3950.0,13,0,1,0,0.0
0,0.05494006,27,0,0.43218927,3000.0,9,0,2,0,0.0
0,0.68346203,48,0,0.129354508,3903.0,4,0,0,0,0.0
1,0.60401523,53,0,0.223378475,7014.0,15,1,1,0,0.0
0,0.573356413,71,0,0.522255618,6986.0,11,0,1,0,0.0
0,0.6909013,43,1,0.282772923,6750.0,6,0,1,0,1.0
0,1.661129568,38,1,0.106942054,8714.0,4,0,0,0,2.0
1,0.161934805,41,3,0.392860714,10000.0,10,0,1,2,3.0
0,0.003474913,75,0,0.139033223,6350.0,7,0,1,0,0.0
0,0.085044619,39,0,0.305918524,1300.0,3,0,0,0,0.0
1,0.9999999,31,1,0.029202841,3800.0,0,1,0,0,2.0
0,0.291154535,56,0,0.165249964,6940.0,7,0,1,0,0.0
0,0.031461335,26,0,0.007821229,894.0,2,0,0,0,0.0
0,0.535017613,51,0,0.225799008,8666.0,9,0,1,0,3.0
0,0.927395785,28,0,0.111377724,5000.0,8,0,0,0,0.0
1,0.730853829,43,5,0.446062094,5700.0,13,0,1,0,4.0
0,0.040301388,54,0,0.016994335,3000.0,4,0,0,0,0.0
0,0.675071733,50,0,1.035990582,2972.0,6,0,2,0,1.0
0,0.0,39,0,1.332733453,5000.0,12,0,6,0,0.0
0,0.186055814,51,0,0.193470666,8300.0,6,0,1,0,0.0
0,0.312068793,55,1,0.127071823,1266.0,5,0,0,0,0.0
0,0.0,72,1,0.775306173,4000.0,6,0,2,0,0.0
0,0.286745917,44,0,0.234031681,5870.0,5,0,1,0,3.0
0,0.300399772,24,0,0.118328506,2416.0,5,0,0,0,1.0
0,0.146500714,91,0,0.010052657,2088.0,1,0,0,0,0.0
0,0.053967137,68,1,0.74690124,2500.0,9,0,1,0,0.0
0,0.403309204,25,2,0.156515319,2708.0,6,0,0,0,1.0
0,0.010348983,47,0,25.0,0.0,10,0,0,0,0.0
1,0.9999999,28,0,0.181662382,2333.0,3,3,0,0,0.0
0,0.107863686,59,0,0.453691546,9900.0,10,0,2,0,0.0
0,0.9999999,30,0,0.00784916,11720.0,0,2,0,0,0.0
0,0.758008066,63,0,0.353403785,4068.0,6,0,1,0,3.0
0,0.514917082,37,0,0.684126349,2500.0,4,0,1,0,0.0
0,0.34171155,38,0,0.271333629,11284.0,11,0,3,0,1.0
0,0.018458411,65,0,0.006206041,2416.0,8,0,0,0,0.0
0,0.344685661,44,0,0.169693954,4018.0,5,0,0,0,2.0
0,0.291580561,27,0,0.28986197,2100.0,5,0,0,0,0.0
0,0.0,81,0,0.017310849,6700.0,5,0,0,0,0.0
0,0.109228254,54,0,0.232618729,13433.0,13,0,1,0,3.0
0,0.005383667,58,1,0.000646114,10833.0,12,0,0,0,0.0
0,0.924075924,42,3,0.011978917,6260.0,2,0,0,2,0.0
0,0.444043131,47,0,0.505169867,8800.0,12,0,2,0,2.0
0,0.000925289,70,0,0.000327261,9166.0,10,0,0,0,0.0
0,0.26751744,59,0,2343.0,1.0,14,0,2,0,0.0
0,0.041247078,35,0,2.021319121,1500.0,14,0,1,0,3.0
0,0.9999999,45,98,0.0,2950.0,0,98,0,98,2.0
0,0.925311203,68,1,0.44524237,2227.0,12,0,0,0,0.0
0,0.031798472,35,0,0.01126863,2750.0,6,0,0,0,0.0
0,0.0,50,0,0.285111701,6400.0,5,0,1,0,0.0
0,0.422384241,60,0,0.468291159,3200.0,7,0,1,0,0.0
0,0.781814546,43,0,0.45906125,4750.0,5,0,1,0,2.0
0,0.004874656,54,1,2.906103286,851.0,21,0,3,0,0.0
0,0.171707073,26,0,0.002651101,43000.0,6,0,0,0,0.0
0,0.021551595,41,0,0.676718547,3083.0,7,0,2,0,0.0
0,0.000674664,74,0,0.0,2300.0,19,0,0,0,0.0
0,0.204209027,64,0,0.413079319,5458.0,5,0,1,0,0.0
0,0.743394318,62,1,0.139742273,21417.0,12,0,2,0,1.0
0,0.069446085,60,0,0.368607745,3382.0,4,0,1,0,0.0
0,0.9999999,87,0,0.011423132,2100.0,5,0,0,0,0.0
0,0.174744539,50,0,0.196569623,4430.0,9,0,1,0,0.0
0,0.454224378,76,0,0.118182937,8122.0,5,0,0,0,0.0
0,0.025788476,51,0,0.377362325,4920.0,9,0,1,0,0.0
0,0.121496151,71,0,0.612253642,2333.0,20,0,0,0,0.0
0,0.057867667,81,0,0.145685279,3939.0,13,0,0,0,0.0
0,0.050506572,44,0,0.242620062,6808.0,7,0,2,0,1.0
0,0.022195724,41,0,1.370814593,2000.0,14,0,1,0,0.0
0,0.9999999,38,0,0.056448598,2674.0,0,0,0,0,1.0
0,0.086809028,40,0,0.331438796,9500.0,13,0,2,0,2.0
0,0.013919443,60,0,0.334118484,22500.0,11,0,3,0,0.0
0,0.052439972,57,0,0.297960272,7500.0,10,0,1,0,0.0
0,0.042942244,54,0,0.136005423,11800.0,12,0,1,0,2.0
0,0.646696109,31,0,0.097271818,7000.0,4,0,0,0,0.0
0,0.013132517,68,0,0.155890938,16100.0,8,0,2,0,1.0
0,0.30432106,47,0,0.389008879,8333.0,9,0,3,0,0.0
0,0.132293385,55,0,0.164472911,17017.0,4,0,1,0,0.0
0,0.209888904,36,0,0.291428017,10300.0,12,0,2,0,0.0
0,0.32365255,30,0,0.998221432,4497.0,16,0,2,0,2.0
0,0.0,35,0,0.194337305,35000.0,13,0,4,0,1.0
0,0.359317763,43,0,0.757207132,6000.0,14,0,2,0,3.0
0,0.015472056,40,0,0.37265094,2500.0,6,0,0,0,3.0
0,0.000973994,70,0,0.0,2083.0,10,0,0,0,0.0
0,0.068361128,70,0,0.607797401,3000.0,14,0,1,0,0.0
0,0.219605126,74,0,0.077987002,6000.0,7,0,0,0,1.0
0,0.216820128,32,0,0.520493169,3000.0,7,0,1,0,0.0
0,0.010449478,55,0,0.002208318,2716.0,1,0,0,0,0.0
0,0.71060092,67,0,0.342633382,14300.0,15,0,2,0,1.0
0,0.109804681,35,0,2.376410256,974.0,7,0,1,0,3.0
0,0.022901297,43,0,0.208982099,9440.0,6,0,1,0,1.0
0,0.173038875,84,0,0.052517596,1846.0,3,0,0,0,0.0
0,0.168823954,48,0,0.179656253,9250.0,3,0,1,0,0.0
0,0.001826064,88,0,0.04065989,6000.0,7,0,0,0,1.0
0,0.37217336,74,0,0.94865643,2083.0,8,0,1,0,0.0
0,0.223135887,69,0,0.456090652,6706.0,16,0,2,0,1.0
0,0.138396925,42,0,0.348404657,6612.0,4,0,1,0,0.0
0,0.9999999,25,0,0.384521633,1640.0,2,0,0,0,0.0
0,0.125879394,61,1,0.230884558,2000.0,29,0,0,0,0.0
0,0.426786607,59,0,0.204212781,2800.0,3,0,0,0,0.0
0,0.012470952,59,0,0.283143371,1666.0,11,0,0,0,1.0
0,0.088297057,48,0,0.594488189,3809.0,6,0,2,0,0.0
0,0.317664234,47,0,0.004155305,7700.0,4,0,0,0,0.0
0,0.079670499,61,0,0.450852558,7975.0,7,0,1,0,0.0
0,0.476021013,47,1,0.235823337,3667.0,4,0,1,0,0.0
0,0.38997096,61,0,0.52948848,6900.0,19,0,2,0,0.0
0,0.730954484,47,0,0.671793886,5200.0,11,0,0,0,2.0
0,0.03428148,64,0,0.477052295,10000.0,17,0,4,0,2.0
0,0.0,57,0,0.278368513,6300.0,5,0,1,0,2.0
1,0.807305453,41,1,0.482485001,5166.0,5,5,0,0,2.0
0,0.421956849,47,0,0.237290984,11900.0,12,0,2,0,2.0
0,0.431725481,71,0,0.379892368,4087.0,5,0,0,0,0.0
1,0.0,46,0,0.008660893,1500.0,4,1,0,0,0.0
0,0.051547423,45,0,0.51109778,3333.0,4,0,1,0,1.0
0,0.249994867,57,0,0.474297224,11418.0,13,0,4,0,0.0
0,0.160447445,59,0,0.166417653,8700.0,7,0,1,0,2.0
0,0.516349316,49,0,0.28525887,16938.0,15,0,2,0,0.0
1,1.00208316,60,0,0.319447751,4200.0,10,2,1,0,0.0
0,0.9999999,32,0,0.273001241,5640.0,7,0,1,0,2.0
0,0.119263984,61,1,0.426591826,5700.0,24,0,1,0,1.0
0,0.514848515,34,0,0.371279255,4400.0,4,0,1,0,3.0
0,0.626136352,43,0,0.343618513,12833.0,21,0,2,0,4.0
0,0.0,30,0,0.198414067,5800.0,5,0,0,0,0.0
0,0.034113123,66,0,0.724670604,2200.0,13,0,1,0,0.0
0,0.009831088,74,0,0.00359928,3333.0,6,0,0,0,0.0
0,0.010223626,60,0,0.231862655,10833.0,8,0,4,0,0.0
0,0.705823373,36,0,0.51645768,11483.0,12,0,2,0,3.0
0,0.587382602,71,0,1.248636859,916.0,4,0,0,0,0.0
1,1.007795289,38,1,0.225884096,5400.0,6,4,0,2,0.0
0,0.156572871,47,0,0.127429242,7666.0,9,0,0,0,2.0
0,0.790526292,75,0,0.430345297,5878.0,7,0,1,0,0.0
0,0.251074183,36,0,0.306250714,8750.0,12,0,2,0,0.0
0,0.313278666,43,2,0.216302696,12500.0,12,0,1,0,0.0
0,0.472029104,57,0,0.297081168,2500.0,8,0,0,0,0.0
0,0.508186654,46,0,0.498826189,11500.0,10,0,2,0,3.0
0,0.135651519,50,0,0.147419814,14746.0,19,0,1,0,2.0
0,0.089373357,76,0,0.577689243,250.0,5,0,0,0,0.0
0,0.052144389,63,0,0.180649462,10500.0,9,0,1,0,0.0
0,0.0,21,0,0.0,300.0,2,0,0,0,0.0
0,0.007685755,47,0,0.107181824,15580.0,14,0,2,0,4.0
0,0.132031269,60,0,0.251257485,4174.0,13,0,1,0,0.0
0,0.200719712,65,0,0.30796819,6412.0,2,0,1,0,0.0
0,0.0,87,0,0.203631011,2037.0,5,0,0,0,0.0
0,0.170209614,29,1,0.17960255,8000.0,4,0,1,1,0.0
0,0.0,56,0,0.208863602,6678.0,9,0,0,0,0.0
0,0.064821218,70,0,0.093587522,7500.0,15,0,0,0,0.0
0,0.344955168,53,0,0.167479163,6358.0,9,0,1,0,0.0
0,0.9999999,66,0,0.169845595,1100.0,2,0,0,0,0.0
0,0.0,34,0,0.191761648,5000.0,4,0,0,0,1.0
0,0.008059839,52,1,0.296526991,10595.0,10,0,1,0,3.0
0,1.00719856,47,2,0.561929596,2300.0,7,0,0,0,0.0
0,0.9999999,46,0,0.332793335,4320.0,6,0,1,0,2.0
0,0.087867265,53,0,0.66286216,3416.0,12,0,1,0,0.0
0,0.852643383,61,1,0.632511442,6772.0,18,0,1,0,1.0
0,0.517186674,57,0,2.072927073,1000.0,10,0,1,0,0.0
0,0.8679383,54,1,0.199809342,5244.0,3,0,0,0,0.0
0,0.386376885,64,0,0.368927624,13194.0,16,0,2,0,3.0
0,0.178348498,57,0,0.118048189,6598.0,9,0,1,0,0.0
0,0.363472729,70,1,0.829610951,2775.0,19,0,2,0,0.0
0,0.590404177,35,0,1.058823529,4368.0,5,0,2,0,1.0
0,0.182408796,33,0,0.386312705,5800.0,6,0,1,0,1.0
0,0.372074181,47,0,0.342981187,7600.0,7,0,1,0,1.0
0,0.641376268,28,1,0.160811197,3500.0,5,1,0,0,0.0
0,0.010217074,47,0,0.001756783,5122.0,2,0,0,0,3.0
0,0.085625324,67,0,0.386176632,3645.0,8,0,1,0,0.0
0,0.355149532,57,0,0.044301401,2640.0,1,0,0,0,0.0
1,0.06715899,48,0,0.782013239,4380.0,18,0,1,0,0.0
0,0.505856313,50,0,0.366247756,7240.0,8,0,1,0,2.0
1,0.877078578,50,0,1.326504245,5417.0,15,0,5,0,0.0
0,0.314632131,65,0,1.170331867,2500.0,22,0,2,0,0.0
1,0.978206203,54,3,0.592592593,3833.0,10,3,2,1,0.0
0,0.373125375,52,0,0.459513412,8014.0,5,0,2,0,1.0
0,0.385742265,50,0,0.404292855,3400.0,7,0,0,0,0.0
0,0.773801871,55,0,0.064705317,10400.0,3,0,1,0,1.0
1,0.9999999,59,0,0.199088723,7900.0,2,2,1,0,3.0
0,0.702897534,54,0,0.281137754,10300.0,11,0,2,0,1.0
0,0.275266385,48,0,0.351092701,7000.0,16,0,1,0,1.0
1,0.97729006,53,0,0.423527789,7250.0,5,0,2,0,4.0
0,0.051498283,56,0,0.180149064,5500.0,3,0,1,0,1.0
0,0.204477275,49,0,0.20029995,6000.0,7,0,1,0,2.0
0,0.521146184,53,0,0.413788487,7469.0,9,0,2,0,2.0
0,0.922046868,60,1,1.426985008,1800.0,12,2,1,1,0.0
0,1.020489755,40,1,0.35151959,2730.0,5,0,0,0,1.0
0,0.044299262,63,0,0.124761723,10491.0,5,0,1,0,0.0
0,0.022336309,25,0,0.442630185,4531.0,7,0,1,0,0.0
0,0.022533707,62,0,0.344996992,9973.0,13,0,3,0,2.0
0,0.0,45,0,0.846984925,3979.0,5,0,2,0,1.0
